categoria,nome_produto,preco_casanova,preco_medio_mercado,gap_pct
Móveis,Produto Móveis 134,597.01,628.59,-5.02
Decoração,Produto Decoração 47,650.26,684.82,-5.05
Cozinha,Produto Cozinha 73,252.84,266.3,-5.05
Cozinha,Produto Cozinha 67,115.09,121.23,-5.06
Móveis,Produto Móveis 127,725.7,764.46,-5.07
Iluminação,Produto Iluminação 132,131.97,139.02,-5.07
Jardim,Produto Jardim 138,441.97,465.56,-5.07
Móveis,Produto Móveis 140,601.14,633.25,-5.07
Cozinha,Produto Cozinha 148,121.1,127.57,-5.07
Jardim,Produto Jardim 48,658.76,694.04,-5.08
Decoração,Produto Decoração 147,701.87,739.4,-5.08
Cozinha,Produto Cozinha 148,121.1,127.58,-5.08
Cozinha,Produto Cozinha 67,115.09,121.29,-5.11
Jardim,Produto Jardim 48,658.76,694.32,-5.12
Banheiro,Produto Banheiro 115,759.86,800.95,-5.13
Decoração,Produto Decoração 90,797.17,840.57,-5.16
Móveis,Produto Móveis 11,525.9,554.56,-5.17
Decoração,Produto Decoração 105,19.23,20.28,-5.18
Móveis,Produto Móveis 39,659.01,695.12,-5.19
Cozinha,Produto Cozinha 109,286.71,302.41,-5.19
Decoração,Produto Decoração 112,93.22,98.32,-5.19
Móveis,Produto Móveis 140,601.14,634.07,-5.19
Banheiro,Produto Banheiro 115,759.86,801.56,-5.2
Banheiro,Produto Banheiro 133,747.61,788.66,-5.21
Decoração,Produto Decoração 105,19.23,20.29,-5.22
Banheiro,Produto Banheiro 25,471.5,497.51,-5.23
Banheiro,Produto Banheiro 30,52.76,55.67,-5.23
Móveis,Produto Móveis 127,725.7,765.77,-5.23
Móveis,Produto Móveis 11,525.9,555.0,-5.24
Jardim,Produto Jardim 107,559.39,590.3,-5.24
Jardim,Produto Jardim 138,441.97,466.43,-5.24
Móveis,Produto Móveis 11,525.9,555.16,-5.27
Móveis,Produto Móveis 39,659.01,695.69,-5.27
Banheiro,Produto Banheiro 15,509.67,538.06,-5.28
Iluminação,Produto Iluminação 20,586.33,619.11,-5.29
Móveis,Produto Móveis 39,659.01,695.93,-5.31
Banheiro,Produto Banheiro 115,759.86,802.44,-5.31
Decoração,Produto Decoração 147,701.87,741.21,-5.31
Decoração,Produto Decoração 78,838.02,885.07,-5.32
Decoração,Produto Decoração 135,315.18,332.9,-5.32
Decoração,Produto Decoração 47,650.26,686.99,-5.35
Decoração,Produto Decoração 130,491.0,518.76,-5.35
Iluminação,Produto Iluminação 12,258.94,273.64,-5.37
Banheiro,Produto Banheiro 15,509.67,538.66,-5.38
Cozinha,Produto Cozinha 73,252.84,267.22,-5.38
Decoração,Produto Decoração 78,838.02,885.64,-5.38
Cozinha,Produto Cozinha 38,605.23,639.7,-5.39
Jardim,Produto Jardim 48,658.76,696.37,-5.4
Cozinha,Produto Cozinha 14,181.73,192.12,-5.41
Jardim,Produto Jardim 55,206.05,217.84,-5.41
Móveis,Produto Móveis 60,760.29,803.75,-5.41
Jardim,Produto Jardim 65,20.81,22.0,-5.41
Jardim,Produto Jardim 65,20.81,22.0,-5.41
Decoração,Produto Decoração 9,269.04,284.46,-5.42
Iluminação,Produto Iluminação 20,586.33,619.95,-5.42
Iluminação,Produto Iluminação 41,836.7,884.69,-5.42
Decoração,Produto Decoração 130,491.0,519.11,-5.42
Outros,Produto Banheiro 1,327.74,346.55,-5.43
Decoração,Produto Decoração 56,256.94,271.73,-5.44
Móveis,Produto Móveis 72,430.2,454.96,-5.44
Decoração,Produto Decoração 56,256.94,271.76,-5.45
Móveis,Produto Móveis 11,525.9,556.28,-5.46
Banheiro,Produto Banheiro 15,509.67,539.12,-5.46
Banheiro,Produto Banheiro 108,609.67,644.88,-5.46
Cozinha,Produto Cozinha 14,181.73,192.25,-5.47
Outros,Produto Banheiro 1,327.74,346.74,-5.48
Banheiro,Produto Banheiro 15,509.67,539.2,-5.48
Jardim,Produto Jardim 48,658.76,696.94,-5.48
Cozinha,Produto Cozinha 52,277.49,293.58,-5.48
Decoração,Produto Decoração 56,256.94,271.83,-5.48
Móveis,Produto Móveis 60,760.29,804.35,-5.48
Decoração,Produto Decoração 79,576.23,609.73,-5.49
Cozinha,Produto Cozinha 109,286.71,303.35,-5.49
Banheiro,Produto Banheiro 62,280.53,296.89,-5.51
Jardim,Produto Jardim 87,442.6,468.4,-5.51
Iluminação,Produto Iluminação 146,40.47,42.83,-5.51
Decoração,Produto Decoração 47,650.26,688.24,-5.52
Móveis,Produto Móveis 72,430.2,455.32,-5.52
Móveis,Produto Móveis 60,760.29,804.81,-5.53
Outros,Produto Decoração 2,626.21,662.97,-5.54
Cozinha,Produto Cozinha 109,286.71,303.53,-5.54
Cozinha,Produto Cozinha 14,181.73,192.42,-5.56
Banheiro,Produto Banheiro 25,471.5,499.33,-5.57
Decoração,Produto Decoração 90,797.17,844.39,-5.59
Móveis,Produto Móveis 39,659.01,698.13,-5.6
Jardim,Produto Jardim 48,658.76,697.86,-5.6
Decoração,Produto Decoração 105,19.23,20.37,-5.6
Móveis,Produto Móveis 110,557.44,590.48,-5.6
Iluminação,Produto Iluminação 12,258.94,274.34,-5.61
Banheiro,Produto Banheiro 30,52.76,55.9,-5.62
Decoração,Produto Decoração 147,701.87,743.66,-5.62
Banheiro,Produto Banheiro 62,280.53,297.26,-5.63
Cozinha,Produto Cozinha 14,181.73,192.64,-5.66
Banheiro,Produto Banheiro 25,471.5,499.89,-5.68
Jardim,Produto Jardim 107,559.39,593.06,-5.68
Móveis,Produto Móveis 63,205.33,217.72,-5.69
Cozinha,Produto Cozinha 109,286.71,304.0,-5.69
Iluminação,Produto Iluminação 146,40.47,42.91,-5.69
Cozinha,Produto Cozinha 52,277.49,294.27,-5.7
Móveis,Produto Móveis 134,597.01,633.08,-5.7
Iluminação,Produto Iluminação 20,586.33,621.85,-5.71
Outros,Produto Jardim 4,63.5,67.35,-5.72
Jardim,Produto Jardim 51,41.24,43.74,-5.72
Decoração,Produto Decoração 147,701.87,744.48,-5.72
Banheiro,Produto Banheiro 25,471.5,500.16,-5.73
Outros,Produto Jardim 4,63.5,67.37,-5.74
Móveis,Produto Móveis 60,760.29,806.64,-5.75
Decoração,Produto Decoração 79,576.23,611.39,-5.75
Decoração,Produto Decoração 112,93.22,98.91,-5.75
Decoração,Produto Decoração 147,701.87,744.66,-5.75
Cozinha,Produto Cozinha 38,605.23,642.19,-5.76
Jardim,Produto Jardim 107,559.39,593.59,-5.76
Decoração,Produto Decoração 135,315.18,334.43,-5.76
Móveis,Produto Móveis 110,557.44,591.55,-5.77
Decoração,Produto Decoração 9,269.04,285.56,-5.79
Móveis,Produto Móveis 60,760.29,807.03,-5.79
Cozinha,Produto Cozinha 109,286.71,304.34,-5.79
Móveis,Produto Móveis 110,557.44,591.67,-5.79
Banheiro,Produto Banheiro 15,509.67,541.12,-5.81
Decoração,Produto Decoração 130,491.0,521.28,-5.81
Jardim,Produto Jardim 65,20.81,22.1,-5.84
Jardim,Produto Jardim 65,20.81,22.1,-5.84
Móveis,Produto Móveis 11,525.9,558.58,-5.85
Jardim,Produto Jardim 48,658.76,699.71,-5.85
Outros,Produto Jardim 4,63.5,67.45,-5.86
Cozinha,Produto Cozinha 52,277.49,294.8,-5.87
Iluminação,Produto Iluminação 132,131.97,140.22,-5.88
Iluminação,Produto Iluminação 20,586.33,623.04,-5.89
Iluminação,Produto Iluminação 132,131.97,140.25,-5.9
Banheiro,Produto Banheiro 25,471.5,501.17,-5.92
Móveis,Produto Móveis 63,205.33,218.26,-5.92
Móveis,Produto Móveis 60,760.29,808.2,-5.93
Banheiro,Produto Banheiro 133,747.61,794.75,-5.93
Jardim,Produto Jardim 138,441.97,469.9,-5.94
Banheiro,Produto Banheiro 115,759.86,807.91,-5.95
Decoração,Produto Decoração 9,269.04,286.09,-5.96
Banheiro,Produto Banheiro 15,509.67,542.06,-5.98
Banheiro,Produto Banheiro 115,759.86,808.23,-5.98
Decoração,Produto Decoração 90,797.17,847.94,-5.99
Banheiro,Produto Banheiro 133,747.61,795.27,-5.99
Móveis,Produto Móveis 134,597.01,635.05,-5.99
Cozinha,Produto Cozinha 24,275.28,292.87,-6.01
Cozinha,Produto Cozinha 24,275.28,292.97,-6.04
Iluminação,Produto Iluminação 146,40.47,43.07,-6.04
Decoração,Produto Decoração 44,624.22,664.41,-6.05
Cozinha,Produto Cozinha 24,275.28,293.05,-6.06
Decoração,Produto Decoração 130,491.0,522.66,-6.06
Banheiro,Produto Banheiro 62,280.53,298.67,-6.07
Móveis,Produto Móveis 11,525.9,559.95,-6.08
Iluminação,Produto Iluminação 41,836.7,890.88,-6.08
Cozinha,Produto Cozinha 67,115.09,122.56,-6.09
Outros,Produto Banheiro 1,327.74,349.02,-6.1
Iluminação,Produto Iluminação 41,836.7,891.17,-6.11
Banheiro,Produto Banheiro 133,747.61,796.22,-6.11
Jardim,Produto Jardim 138,441.97,470.72,-6.11
Móveis,Produto Móveis 11,525.9,560.21,-6.12
Móveis,Produto Móveis 60,760.29,809.93,-6.13
Iluminação,Produto Iluminação 50,36.22,38.59,-6.14
Jardim,Produto Jardim 51,41.24,43.94,-6.14
Decoração,Produto Decoração 135,315.18,335.79,-6.14
Decoração,Produto Decoração 147,701.87,747.79,-6.14
Iluminação,Produto Iluminação 41,836.7,891.5,-6.15
Decoração,Produto Decoração 147,701.87,747.87,-6.15
Jardim,Produto Jardim 53,772.82,823.52,-6.16
Iluminação,Produto Iluminação 132,131.97,140.64,-6.16
Iluminação,Produto Iluminação 41,836.7,891.72,-6.17
Móveis,Produto Móveis 63,205.33,218.85,-6.18
Decoração,Produto Decoração 79,576.23,614.21,-6.18
Decoração,Produto Decoração 147,701.87,748.08,-6.18
Cozinha,Produto Cozinha 24,275.28,293.46,-6.2
Decoração,Produto Decoração 90,797.17,849.9,-6.2
Móveis,Produto Móveis 72,430.2,458.67,-6.21
Decoração,Produto Decoração 79,576.23,614.38,-6.21
Banheiro,Produto Banheiro 15,509.67,543.45,-6.22
Banheiro,Produto Banheiro 30,52.76,56.26,-6.22
Cozinha,Produto Cozinha 38,605.23,645.36,-6.22
Banheiro,Produto Banheiro 108,609.67,650.19,-6.23
Banheiro,Produto Banheiro 25,471.5,502.9,-6.24
Móveis,Produto Móveis 11,525.9,561.0,-6.26
Iluminação,Produto Iluminação 50,36.22,38.64,-6.26
Outros,Produto Jardim 4,63.5,67.75,-6.27
Jardim,Produto Jardim 53,772.82,824.52,-6.27
Jardim,Produto Jardim 48,658.76,702.89,-6.28
Banheiro,Produto Banheiro 115,759.86,810.79,-6.28
Decoração,Produto Decoração 79,576.23,615.0,-6.3
Jardim,Produto Jardim 138,441.97,471.76,-6.31
Cozinha,Produto Cozinha 38,605.23,646.03,-6.32
Cozinha,Produto Cozinha 14,181.73,194.01,-6.33
Móveis,Produto Móveis 72,430.2,459.28,-6.33
Decoração,Produto Decoração 135,315.18,336.49,-6.33
Decoração,Produto Decoração 78,838.02,894.72,-6.34
Outros,Produto Banheiro 1,327.74,349.98,-6.35
Banheiro,Produto Banheiro 108,609.67,651.02,-6.35
Banheiro,Produto Banheiro 30,52.76,56.35,-6.37
Jardim,Produto Jardim 53,772.82,825.57,-6.39
Outros,Produto Decoração 2,626.21,669.02,-6.4
Iluminação,Produto Iluminação 41,836.7,894.08,-6.42
Decoração,Produto Decoração 105,19.23,20.55,-6.42
Banheiro,Produto Banheiro 15,509.67,544.69,-6.43
Iluminação,Produto Iluminação 20,586.33,626.62,-6.43
Decoração,Produto Decoração 130,491.0,524.74,-6.43
Outros,Produto Jardim 4,63.5,67.87,-6.44
Cozinha,Produto Cozinha 128,156.53,167.31,-6.44
Iluminação,Produto Iluminação 41,836.7,894.43,-6.45
Decoração,Produto Decoração 9,269.04,287.63,-6.46
Móveis,Produto Móveis 39,659.01,704.51,-6.46
Iluminação,Produto Iluminação 132,131.97,141.12,-6.48
Jardim,Produto Jardim 138,441.97,472.57,-6.48
Banheiro,Produto Banheiro 15,509.67,545.1,-6.5
Móveis,Produto Móveis 110,557.44,596.26,-6.51
Iluminação,Produto Iluminação 146,40.47,43.29,-6.51
Cozinha,Produto Cozinha 19,269.35,288.14,-6.52
Cozinha,Produto Cozinha 38,605.23,647.44,-6.52
Decoração,Produto Decoração 90,797.17,852.73,-6.52
Iluminação,Produto Iluminação 50,36.22,38.75,-6.53
Decoração,Produto Decoração 79,576.23,616.5,-6.53
Banheiro,Produto Banheiro 30,52.76,56.45,-6.54
Decoração,Produto Decoração 105,19.23,20.58,-6.56
Móveis,Produto Móveis 110,557.44,596.67,-6.57
Cozinha,Produto Cozinha 67,115.09,123.2,-6.58
Cozinha,Produto Cozinha 19,269.35,288.34,-6.59
Decoração,Produto Decoração 105,19.23,20.59,-6.61
Decoração,Produto Decoração 130,491.0,525.74,-6.61
Banheiro,Produto Banheiro 115,759.86,813.7,-6.62
Outros,Produto Decoração 2,626.21,670.67,-6.63
Banheiro,Produto Banheiro 133,747.61,800.69,-6.63
Decoração,Produto Decoração 78,838.02,897.69,-6.65
Banheiro,Produto Banheiro 15,509.67,546.05,-6.66
Decoração,Produto Decoração 47,650.26,696.66,-6.66
Decoração,Produto Decoração 44,624.22,668.85,-6.67
Móveis,Produto Móveis 63,205.33,220.01,-6.67
Jardim,Produto Jardim 107,559.39,599.39,-6.67
Banheiro,Produto Banheiro 133,747.61,801.07,-6.67
Cozinha,Produto Cozinha 49,451.48,483.83,-6.69
Decoração,Produto Decoração 78,838.02,898.11,-6.69
Móveis,Produto Móveis 140,601.14,644.24,-6.69
Iluminação,Produto Iluminação 20,586.33,628.43,-6.7
Móveis,Produto Móveis 60,760.29,814.87,-6.7
Móveis,Produto Móveis 140,601.14,644.51,-6.73
Cozinha,Produto Cozinha 24,275.28,295.19,-6.74
Móveis,Produto Móveis 60,760.29,815.31,-6.75
Cozinha,Produto Cozinha 67,115.09,123.45,-6.77
Jardim,Produto Jardim 53,772.82,829.05,-6.78
Móveis,Produto Móveis 72,430.2,461.51,-6.78
Móveis,Produto Móveis 72,430.2,461.51,-6.78
Iluminação,Produto Iluminação 41,836.7,897.89,-6.81
Jardim,Produto Jardim 138,441.97,474.25,-6.81
Móveis,Produto Móveis 60,760.29,815.9,-6.82
Cozinha,Produto Cozinha 67,115.09,123.51,-6.82
Decoração,Produto Decoração 56,256.94,275.81,-6.84
Banheiro,Produto Banheiro 108,609.67,654.47,-6.85
Decoração,Produto Decoração 130,491.0,527.21,-6.87
Banheiro,Produto Banheiro 25,471.5,506.31,-6.88
Cozinha,Produto Cozinha 38,605.23,650.05,-6.89
Decoração,Produto Decoração 47,650.26,698.37,-6.89
Iluminação,Produto Iluminação 12,258.94,278.2,-6.92
Decoração,Produto Decoração 56,256.94,276.05,-6.92
Decoração,Produto Decoração 130,491.0,527.5,-6.92
Móveis,Produto Móveis 140,601.14,646.01,-6.95
Banheiro,Produto Banheiro 62,280.53,301.52,-6.96
Decoração,Produto Decoração 105,19.23,20.67,-6.97
Iluminação,Produto Iluminação 116,678.67,729.48,-6.97
Outros,Produto Decoração 2,626.21,673.19,-6.98
Móveis,Produto Móveis 110,557.44,599.41,-7.0
Cozinha,Produto Cozinha 19,269.35,289.64,-7.01
Jardim,Produto Jardim 107,559.39,601.54,-7.01
Iluminação,Produto Iluminação 20,586.33,630.59,-7.02
Jardim,Produto Jardim 107,559.39,601.62,-7.02
Decoração,Produto Decoração 112,93.22,100.26,-7.02
Móveis,Produto Móveis 39,659.01,708.85,-7.03
Iluminação,Produto Iluminação 41,836.7,900.01,-7.03
Móveis,Produto Móveis 60,760.29,817.77,-7.03
Banheiro,Produto Banheiro 133,747.61,804.17,-7.03
Banheiro,Produto Banheiro 15,509.67,548.26,-7.04
Cozinha,Produto Cozinha 109,286.71,308.43,-7.04
Iluminação,Produto Iluminação 132,131.97,141.96,-7.04
Outros,Produto Banheiro 1,327.74,352.64,-7.06
Banheiro,Produto Banheiro 30,52.76,56.77,-7.06
Decoração,Produto Decoração 47,650.26,699.62,-7.06
Cozinha,Produto Cozinha 38,605.23,651.31,-7.07
Iluminação,Produto Iluminação 41,836.7,900.37,-7.07
Cozinha,Produto Cozinha 73,252.84,272.07,-7.07
Jardim,Produto Jardim 16,522.3,562.15,-7.09
Cozinha,Produto Cozinha 19,269.35,289.91,-7.09
Cozinha,Produto Cozinha 38,605.23,651.41,-7.09
Móveis,Produto Móveis 110,557.44,599.98,-7.09
Móveis,Produto Móveis 134,597.01,642.61,-7.1
Banheiro,Produto Banheiro 25,471.5,507.65,-7.12
Cozinha,Produto Cozinha 49,451.48,486.15,-7.13
Banheiro,Produto Banheiro 62,280.53,302.08,-7.13
Iluminação,Produto Iluminação 41,836.7,901.03,-7.14
Decoração,Produto Decoração 130,491.0,528.73,-7.14
Cozinha,Produto Cozinha 148,121.1,130.41,-7.14
Decoração,Produto Decoração 9,269.04,289.76,-7.15
Banheiro,Produto Banheiro 133,747.61,805.25,-7.16
Iluminação,Produto Iluminação 146,40.47,43.59,-7.16
Outros,Produto Banheiro 1,327.74,353.06,-7.17
Decoração,Produto Decoração 47,650.26,700.52,-7.17
Iluminação,Produto Iluminação 116,678.67,731.05,-7.17
Iluminação,Produto Iluminação 146,40.47,43.6,-7.18
Cozinha,Produto Cozinha 24,275.28,296.59,-7.19
Móveis,Produto Móveis 72,430.2,463.58,-7.2
Jardim,Produto Jardim 107,559.39,602.8,-7.2
Móveis,Produto Móveis 110,557.44,600.68,-7.2
Banheiro,Produto Banheiro 15,509.67,549.34,-7.22
Móveis,Produto Móveis 140,601.14,647.92,-7.22
Cozinha,Produto Cozinha 38,605.23,652.39,-7.23
Banheiro,Produto Banheiro 108,609.67,657.28,-7.24
Banheiro,Produto Banheiro 133,747.61,805.92,-7.24
Outros,Produto Jardim 4,63.5,68.47,-7.26
Móveis,Produto Móveis 60,760.29,819.8,-7.26
Cozinha,Produto Cozinha 19,269.35,290.46,-7.27
Móveis,Produto Móveis 72,430.2,463.94,-7.27
Decoração,Produto Decoração 90,797.17,859.77,-7.28
Decoração,Produto Decoração 9,269.04,290.21,-7.29
Cozinha,Produto Cozinha 14,181.73,196.02,-7.29
Jardim,Produto Jardim 53,772.82,833.64,-7.3
Móveis,Produto Móveis 60,760.29,820.16,-7.3
Jardim,Produto Jardim 107,559.39,603.44,-7.3
Banheiro,Produto Banheiro 30,52.76,56.92,-7.31
Móveis,Produto Móveis 140,601.14,648.52,-7.31
Banheiro,Produto Banheiro 30,52.76,56.93,-7.32
Cozinha,Produto Cozinha 19,269.35,290.65,-7.33
Iluminação,Produto Iluminação 146,40.47,43.67,-7.33
Decoração,Produto Decoração 112,93.22,100.6,-7.34
Decoração,Produto Decoração 90,797.17,860.44,-7.35
Outros,Produto Decoração 2,626.21,675.94,-7.36
Banheiro,Produto Banheiro 17,69.32,74.83,-7.36
Cozinha,Produto Cozinha 73,252.84,272.99,-7.38
Banheiro,Produto Banheiro 108,609.67,658.28,-7.38
Móveis,Produto Móveis 140,601.14,649.18,-7.4
Outros,Produto Jardim 4,63.5,68.58,-7.41
Decoração,Produto Decoração 105,19.23,20.77,-7.41
Cozinha,Produto Cozinha 109,286.71,309.64,-7.41
Iluminação,Produto Iluminação 116,678.67,733.3,-7.45
Jardim,Produto Jardim 107,559.39,604.54,-7.47
Cozinha,Produto Cozinha 19,269.35,291.12,-7.48
Iluminação,Produto Iluminação 12,258.94,279.89,-7.49
Decoração,Produto Decoração 135,315.18,340.72,-7.5
Decoração,Produto Decoração 79,576.23,623.02,-7.51
Móveis,Produto Móveis 140,601.14,649.98,-7.51
Outros,Produto Banheiro 1,327.74,354.39,-7.52
Banheiro,Produto Banheiro 25,471.5,509.92,-7.53
Outros,Produto Decoração 2,626.21,677.27,-7.54
Decoração,Produto Decoração 47,650.26,703.3,-7.54
Jardim,Produto Jardim 138,441.97,478.0,-7.54
Iluminação,Produto Iluminação 12,258.94,280.08,-7.55
Decoração,Produto Decoração 89,591.93,640.3,-7.55
Outros,Produto Decoração 2,626.21,677.4,-7.56
Decoração,Produto Decoração 44,624.22,675.25,-7.56
Jardim,Produto Jardim 48,658.76,712.62,-7.56
Outros,Produto Banheiro 1,327.74,354.57,-7.57
Iluminação,Produto Iluminação 41,836.7,905.19,-7.57
Jardim,Produto Jardim 104,99.73,107.9,-7.57
Iluminação,Produto Iluminação 146,40.47,43.79,-7.58
Cozinha,Produto Cozinha 24,275.28,297.88,-7.59
Cozinha,Produto Cozinha 14,181.73,196.67,-7.6
Iluminação,Produto Iluminação 116,678.67,734.57,-7.61
Cozinha,Produto Cozinha 148,121.1,131.07,-7.61
Outros,Produto Banheiro 1,327.74,354.76,-7.62
Banheiro,Produto Banheiro 17,69.32,75.04,-7.62
Iluminação,Produto Iluminação 41,836.7,905.68,-7.62
Móveis,Produto Móveis 140,601.14,650.74,-7.62
Iluminação,Produto Iluminação 20,586.33,634.77,-7.63
Banheiro,Produto Banheiro 25,471.5,510.43,-7.63
Banheiro,Produto Banheiro 62,280.53,303.7,-7.63
Banheiro,Produto Banheiro 115,759.86,822.9,-7.66
Outros,Produto Decoração 2,626.21,678.38,-7.69
Cozinha,Produto Cozinha 148,121.1,131.19,-7.69
Outros,Produto Decoração 2,626.21,678.55,-7.71
Móveis,Produto Móveis 110,557.44,604.01,-7.71
Decoração,Produto Decoração 112,93.22,101.05,-7.75
Decoração,Produto Decoração 112,93.22,101.06,-7.76
Outros,Produto Decoração 2,626.21,678.97,-7.77
Cozinha,Produto Cozinha 128,156.53,169.71,-7.77
Jardim,Produto Jardim 138,441.97,479.2,-7.77
Decoração,Produto Decoração 9,269.04,291.73,-7.78
Decoração,Produto Decoração 56,256.94,278.61,-7.78
Decoração,Produto Decoração 89,591.93,641.9,-7.78
Decoração,Produto Decoração 80,213.43,231.46,-7.79
Móveis,Produto Móveis 140,601.14,651.93,-7.79
Decoração,Produto Decoração 94,697.38,756.45,-7.81
Móveis,Produto Móveis 11,525.9,570.49,-7.82
Móveis,Produto Móveis 110,557.44,604.73,-7.82
Cozinha,Produto Cozinha 148,121.1,131.38,-7.82
Iluminação,Produto Iluminação 41,836.7,907.77,-7.83
Banheiro,Produto Banheiro 21,116.9,126.84,-7.84
Banheiro,Produto Banheiro 108,609.67,661.59,-7.85
Iluminação,Produto Iluminação 132,131.97,143.21,-7.85
Cozinha,Produto Cozinha 148,121.1,131.42,-7.85
Cozinha,Produto Cozinha 49,451.48,490.02,-7.86
Jardim,Produto Jardim 104,99.73,108.24,-7.86
Decoração,Produto Decoração 80,213.43,231.66,-7.87
Móveis,Produto Móveis 134,597.01,647.99,-7.87
Jardim,Produto Jardim 107,559.39,607.23,-7.88
Iluminação,Produto Iluminação 116,678.67,736.76,-7.88
Jardim,Produto Jardim 16,522.3,567.04,-7.89
Decoração,Produto Decoração 80,213.43,231.77,-7.91
Móveis,Produto Móveis 39,659.01,715.66,-7.92
Banheiro,Produto Banheiro 115,759.86,825.5,-7.95
Móveis,Produto Móveis 39,659.01,715.99,-7.96
Banheiro,Produto Banheiro 17,69.32,75.32,-7.97
Cozinha,Produto Cozinha 67,115.09,125.06,-7.97
Móveis,Produto Móveis 39,659.01,716.13,-7.98
Decoração,Produto Decoração 47,650.26,706.66,-7.98
Decoração,Produto Decoração 79,576.23,626.17,-7.98
Decoração,Produto Decoração 112,93.22,101.32,-7.99
Outros,Produto Jardim 4,63.5,69.02,-8.0
Decoração,Produto Decoração 89,591.93,643.46,-8.01
Decoração,Produto Decoração 130,491.0,533.79,-8.02
Banheiro,Produto Banheiro 15,509.67,554.14,-8.03
Jardim,Produto Jardim 53,772.82,840.36,-8.04
Cozinha,Produto Cozinha 67,115.09,125.15,-8.04
Iluminação,Produto Iluminação 146,40.47,44.01,-8.04
Jardim,Produto Jardim 138,441.97,480.67,-8.05
Banheiro,Produto Banheiro 115,759.86,826.55,-8.07
Decoração,Produto Decoração 80,213.43,232.23,-8.1
Móveis,Produto Móveis 11,525.9,572.37,-8.12
Cozinha,Produto Cozinha 14,181.73,197.8,-8.12
Banheiro,Produto Banheiro 108,609.67,663.58,-8.12
Banheiro,Produto Banheiro 133,747.61,813.76,-8.13
Banheiro,Produto Banheiro 133,747.61,813.78,-8.13
Decoração,Produto Decoração 79,576.23,627.5,-8.17
Banheiro,Produto Banheiro 108,609.67,663.88,-8.17
Banheiro,Produto Banheiro 21,116.9,127.31,-8.18
Outros,Produto Decoração 2,626.21,682.16,-8.2
Cozinha,Produto Cozinha 14,181.73,197.96,-8.2
Decoração,Produto Decoração 90,797.17,868.39,-8.2
Decoração,Produto Decoração 105,19.23,20.95,-8.21
Móveis,Produto Móveis 140,601.14,654.92,-8.21
Outros,Produto Jardim 4,63.5,69.19,-8.22
Decoração,Produto Decoração 44,624.22,680.11,-8.22
Jardim,Produto Jardim 48,658.76,717.77,-8.22
Decoração,Produto Decoração 56,256.94,279.95,-8.22
Decoração,Produto Decoração 89,591.93,644.94,-8.22
Jardim,Produto Jardim 16,522.3,569.16,-8.23
Cozinha,Produto Cozinha 148,121.1,131.96,-8.23
Decoração,Produto Decoração 79,576.23,627.96,-8.24
Iluminação,Produto Iluminação 132,131.97,143.82,-8.24
Decoração,Produto Decoração 79,576.23,628.09,-8.26
Móveis,Produto Móveis 11,525.9,573.4,-8.28
Decoração,Produto Decoração 80,213.43,232.71,-8.28
Cozinha,Produto Cozinha 148,121.1,132.04,-8.29
Outros,Produto Decoração 2,626.21,682.97,-8.31
Decoração,Produto Decoração 90,797.17,869.38,-8.31
Decoração,Produto Decoração 112,93.22,101.68,-8.32
Outros,Produto Jardim 4,63.5,69.27,-8.33
Decoração,Produto Decoração 47,650.26,709.37,-8.33
Banheiro,Produto Banheiro 17,69.32,75.63,-8.34
Cozinha,Produto Cozinha 67,115.09,125.56,-8.34
Iluminação,Produto Iluminação 50,36.22,39.52,-8.35
Cozinha,Produto Cozinha 67,115.09,125.59,-8.36
Jardim,Produto Jardim 83,90.39,98.64,-8.36
Móveis,Produto Móveis 110,557.44,608.28,-8.36
Móveis,Produto Móveis 134,597.01,651.51,-8.37
Banheiro,Produto Banheiro 21,116.9,127.59,-8.38
Jardim,Produto Jardim 53,772.82,843.68,-8.4
Outros,Produto Decoração 2,626.21,683.69,-8.41
Cozinha,Produto Cozinha 24,275.28,300.59,-8.42
Decoração,Produto Decoração 9,269.04,293.82,-8.43
Móveis,Produto Móveis 11,525.9,574.32,-8.43
Banheiro,Produto Banheiro 17,69.32,75.7,-8.43
Cozinha,Produto Cozinha 49,451.48,493.09,-8.44
Jardim,Produto Jardim 53,772.82,844.18,-8.45
Banheiro,Produto Banheiro 21,116.9,127.71,-8.46
Cozinha,Produto Cozinha 49,451.48,493.2,-8.46
Decoração,Produto Decoração 80,213.43,233.15,-8.46
Jardim,Produto Jardim 83,90.39,98.74,-8.46
Móveis,Produto Móveis 39,659.01,720.03,-8.47
Cozinha,Produto Cozinha 128,156.53,171.02,-8.47
Banheiro,Produto Banheiro 15,509.67,556.91,-8.48
Decoração,Produto Decoração 36,659.82,720.95,-8.48
Decoração,Produto Decoração 79,576.23,629.61,-8.48
Cozinha,Produto Cozinha 49,451.48,493.34,-8.49
Cozinha,Produto Cozinha 49,451.48,493.39,-8.49
Decoração,Produto Decoração 89,591.93,646.82,-8.49
Cozinha,Produto Cozinha 67,115.09,125.78,-8.5
Iluminação,Produto Iluminação 20,586.33,640.85,-8.51
Móveis,Produto Móveis 39,659.01,720.35,-8.52
Outros,Produto Jardim 4,63.5,69.42,-8.53
Decoração,Produto Decoração 112,93.22,101.91,-8.53
Jardim,Produto Jardim 53,772.82,844.98,-8.54
Jardim,Produto Jardim 104,99.73,109.04,-8.54
Decoração,Produto Decoração 112,93.22,101.92,-8.54
